,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1, % Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
4222,29Q037,Cynthia Jenkins School,4,2018,All Students,80,593,22,27.5,30,37.5,19,23.8,9,11.3,28,35.0
4223,29Q037,Cynthia Jenkins School,5,2018,All Students,67,590,35,52.2,22,32.8,7,10.4,3,4.5,10,14.9
4225,29Q038,P.S. 038 Rosedale,3,2018,All Students,41,608,3,7.3,12,29.3,20,48.8,6,14.6,26,63.4
4226,29Q038,P.S. 038 Rosedale,4,2018,All Students,44,600,5,11.4,20,45.5,10,22.7,9,20.5,19,43.2
4227,29Q038,P.S. 038 Rosedale,5,2018,All Students,40,604,7,17.5,19,47.5,8,20.0,6,15.0,14,35.0
4229,29Q052,P.S. 052 Queens,3,2018,All Students,61,591,21,34.4,19,31.1,18,29.5,3,4.9,21,34.4
4230,29Q052,P.S. 052 Queens,4,2018,All Students,56,598,16,28.6,16,28.6,12,21.4,12,21.4,24,42.9
4231,29Q052,P.S. 052 Queens,5,2018,All Students,85,596,36,42.4,25,29.4,20,23.5,4,4.7,24,28.2
4233,29Q059,I.S. 059 Springfield Gardens,6,2018,All Students,186,596,53,28.5,66,35.5,40,21.5,27,14.5,67,36.0
4234,29Q059,I.S. 059 Springfield Gardens,7,2018,All Students,179,597,62,34.6,61,34.1,46,25.7,10,5.6,56,31.3
4235,29Q059,I.S. 059 Springfield Gardens,8,2018,All Students,190,598,27,14.2,88,46.3,51,26.8,24,12.6,75,39.5
4237,29Q095,P.S. 095 Eastwood,3,2018,All Students,190,608,15,7.9,53,27.9,85,44.7,37,19.5,122,64.2
4238,29Q095,P.S. 095 Eastwood,4,2018,All Students,202,605,26,12.9,62,30.7,53,26.2,61,30.2,114,56.4
4239,29Q095,P.S. 095 Eastwood,5,2018,All Students,206,609,30,14.6,67,32.5,60,29.1,49,23.8,109,52.9
4241,29Q109,Jean Nuzzi Intermediate School,6,2018,All Students,381,599,110,28.9,112,29.4,82,21.5,77,20.2,159,41.7
4242,29Q109,Jean Nuzzi Intermediate School,7,2018,All Students,342,599,104,30.4,104,30.4,96,28.1,38,11.1,134,39.2
4243,29Q109,Jean Nuzzi Intermediate School,8,2018,All Students,322,604,33,10.2,101,31.4,105,32.6,83,25.8,188,58.4
4245,29Q116,P.S./I.S. 116 William C. Hughley,3,2018,All Students,77,593,18,23.4,36,46.8,22,28.6,1,1.3,23,29.9
4246,29Q116,P.S./I.S. 116 William C. Hughley,4,2018,All Students,75,586,27,36.0,36,48.0,10,13.3,2,2.7,12,16.0
4247,29Q116,P.S./I.S. 116 William C. Hughley,5,2018,All Students,92,592,47,51.1,27,29.3,11,12.0,7,7.6,18,19.6
4248,29Q116,P.S./I.S. 116 William C. Hughley,6,2018,All Students,61,593,21,34.4,19,31.1,9,14.8,12,19.7,21,34.4
4249,29Q116,P.S./I.S. 116 William C. Hughley,7,2018,All Students,60,592,20,33.3,31,51.7,7,11.7,2,3.3,9,15.0
4250,29Q116,P.S./I.S. 116 William C. Hughley,8,2018,All Students,57,596,8,14.0,29,50.9,14,24.6,6,10.5,20,35.1
4252,29Q118,P.S. 118 Lorraine Hansberry,3,2018,All Students,65,602,5,7.7,24,36.9,36,55.4,0,0.0,36,55.4
4253,29Q118,P.S. 118 Lorraine Hansberry,4,2018,All Students,78,598,17,21.8,30,38.5,21,26.9,10,12.8,31,39.7
4254,29Q118,P.S. 118 Lorraine Hansberry,5,2018,All Students,64,594,31,48.4,22,34.4,5,7.8,6,9.4,11,17.2
4256,29Q131,P.S. 131 Abigail Adams,3,2018,All Students,128,612,6,4.7,27,21.1,71,55.5,24,18.8,95,74.2
4257,29Q131,P.S. 131 Abigail Adams,4,2018,All Students,140,612,6,4.3,28,20.0,57,40.7,49,35.0,106,75.7
4258,29Q131,P.S. 131 Abigail Adams,5,2018,All Students,159,613,14,8.8,45,28.3,49,30.8,51,32.1,100,62.9
4260,29Q132,P.S. 132 Ralph Bunche,3,2018,All Students,47,602,2,4.3,20,42.6,22,46.8,3,6.4,25,53.2
4261,29Q132,P.S. 132 Ralph Bunche,4,2018,All Students,39,608,4,10.3,10,25.6,9,23.1,16,41.0,25,64.1
4262,29Q132,P.S. 132 Ralph Bunche,5,2018,All Students,61,592,31,50.8,14,23.0,12,19.7,4,6.6,16,26.2
4264,29Q134,P.S. 134 Hollis,3,2018,All Students,45,599,5,11.1,19,42.2,20,44.4,1,2.2,21,46.7
4265,29Q134,P.S. 134 Hollis,4,2018,All Students,47,593,11,23.4,22,46.8,10,21.3,4,8.5,14,29.8
4266,29Q134,P.S. 134 Hollis,5,2018,All Students,68,595,28,41.2,24,35.3,9,13.2,7,10.3,16,23.5
4268,29Q135,The Bellaire School,3,2018,All Students,134,597,23,17.2,51,38.1,52,38.8,8,6.0,60,44.8
4269,29Q135,The Bellaire School,4,2018,All Students,152,601,19,12.5,61,40.1,46,30.3,26,17.1,72,47.4
4270,29Q135,The Bellaire School,5,2018,All Students,148,603,39,26.4,51,34.5,41,27.7,17,11.5,58,39.2
4272,29Q136,P.S. 136 Roy Wilkins,3,2018,All Students,78,595,23,29.5,17,21.8,35,44.9,3,3.8,38,48.7
4273,29Q136,P.S. 136 Roy Wilkins,4,2018,All Students,106,598,23,21.7,38,35.8,28,26.4,17,16.0,45,42.5
4274,29Q136,P.S. 136 Roy Wilkins,5,2018,All Students,94,598,33,35.1,36,38.3,17,18.1,8,8.5,25,26.6
4276,29Q138,P.S./M.S. 138 Sunrise,3,2018,All Students,58,597,12,20.7,19,32.8,24,41.4,3,5.2,27,46.6
4277,29Q138,P.S./M.S. 138 Sunrise,4,2018,All Students,42,592,12,28.6,14,33.3,13,31.0,3,7.1,16,38.1
4278,29Q138,P.S./M.S. 138 Sunrise,5,2018,All Students,68,592,40,58.8,18,26.5,9,13.2,1,1.5,10,14.7
4279,29Q138,P.S./M.S. 138 Sunrise,6,2018,All Students,114,592,41,36.0,42,36.8,21,18.4,10,8.8,31,27.2
4280,29Q138,P.S./M.S. 138 Sunrise,7,2018,All Students,110,599,26,23.6,49,44.5,30,27.3,5,4.5,35,31.8
4281,29Q138,P.S./M.S. 138 Sunrise,8,2018,All Students,96,600,8,8.3,41,42.7,34,35.4,13,13.5,47,49.0
4283,29Q147,P.S./M.S. 147 Ronald McNair,3,2018,All Students,45,586,18,40.0,14,31.1,13,28.9,0,0.0,13,28.9
4284,29Q147,P.S./M.S. 147 Ronald McNair,4,2018,All Students,56,593,17,30.4,24,42.9,9,16.1,6,10.7,15,26.8
4285,29Q147,P.S./M.S. 147 Ronald McNair,5,2018,All Students,80,596,33,41.3,26,32.5,17,21.3,4,5.0,21,26.3
4286,29Q147,P.S./M.S. 147 Ronald McNair,6,2018,All Students,63,596,20,31.7,21,33.3,12,19.0,10,15.9,22,34.9
4287,29Q147,P.S./M.S. 147 Ronald McNair,7,2018,All Students,69,590,29,42.0,30,43.5,9,13.0,1,1.4,10,14.5
4288,29Q147,P.S./M.S. 147 Ronald McNair,8,2018,All Students,75,602,6,8.0,30,40.0,26,34.7,13,17.3,39,52.0
4290,29Q156,P.S. 156 Laurelton,3,2018,All Students,46,594,11,23.9,21,45.7,13,28.3,1,2.2,14,30.4
4291,29Q156,P.S. 156 Laurelton,4,2018,All Students,33,596,4,12.1,18,54.5,6,18.2,5,15.2,11,33.3
4292,29Q156,P.S. 156 Laurelton,5,2018,All Students,47,596,17,36.2,23,48.9,3,6.4,4,8.5,7,14.9
4294,29Q176,P.S. 176 Cambria Heights,3,2018,All Students,89,611,9,10.1,14,15.7,50,56.2,16,18.0,66,74.2
4295,29Q176,P.S. 176 Cambria Heights,4,2018,All Students,111,608,8,7.2,37,33.3,32,28.8,34,30.6,66,59.5
4296,29Q176,P.S. 176 Cambria Heights,5,2018,All Students,127,608,29,22.8,32,25.2,32,25.2,34,26.8,66,52.0
4298,29Q181,P.S. 181 Brookfield,3,2018,All Students,50,600,10,20.0,12,24.0,26,52.0,2,4.0,28,56.0
4299,29Q181,P.S. 181 Brookfield,4,2018,All Students,45,607,5,11.1,11,24.4,18,40.0,11,24.4,29,64.4
4300,29Q181,P.S. 181 Brookfield,5,2018,All Students,48,601,14,29.2,18,37.5,11,22.9,5,10.4,16,33.3
4302,29Q192,I.S. 192 The Linden,6,2018,All Students,165,593,71,43.0,38,23.0,37,22.4,19,11.5,56,33.9
4303,29Q192,I.S. 192 The Linden,7,2018,All Students,153,592,63,41.2,55,35.9,24,15.7,11,7.2,35,22.9
4304,29Q192,I.S. 192 The Linden,8,2018,All Students,165,593,41,24.8,73,44.2,40,24.2,11,6.7,51,30.9
4306,29Q195,P.S. 195 William Haberle,3,2018,All Students,75,590,19,25.3,41,54.7,13,17.3,2,2.7,15,20.0
4307,29Q195,P.S. 195 William Haberle,4,2018,All Students,81,593,20,24.7,36,44.4,21,25.9,4,4.9,25,30.9
4308,29Q195,P.S. 195 William Haberle,5,2018,All Students,91,604,22,24.2,27,29.7,29,31.9,13,14.3,42,46.2
4310,29Q208,P.S./I.S. 208,3,2018,All Students,70,610,3,4.3,14,20.0,42,60.0,11,15.7,53,75.7
4311,29Q208,P.S./I.S. 208,4,2018,All Students,73,608,6,8.2,23,31.5,23,31.5,21,28.8,44,60.3
4312,29Q208,P.S./I.S. 208,5,2018,All Students,79,604,19,24.1,30,38.0,19,24.1,11,13.9,30,38.0
4313,29Q208,P.S./I.S. 208,6,2018,All Students,93,601,22,23.7,34,36.6,14,15.1,23,24.7,37,39.8
4314,29Q208,P.S./I.S. 208,7,2018,All Students,94,610,13,13.8,26,27.7,37,39.4,18,19.1,55,58.5
4315,29Q208,P.S./I.S. 208,8,2018,All Students,97,606,7,7.2,24,24.7,47,48.5,19,19.6,66,68.0
4317,29Q238,I.S. 238 - Susan B. Anthony Academy,6,2018,All Students,394,595,137,34.8,130,33.0,73,18.5,54,13.7,127,32.2
4318,29Q238,I.S. 238 - Susan B. Anthony Academy,7,2018,All Students,438,594,178,40.6,131,29.9,99,22.6,30,6.8,129,29.5
4319,29Q238,I.S. 238 - Susan B. Anthony Academy,8,2018,All Students,469,595,112,23.9,193,41.2,112,23.9,52,11.1,164,35.0
4321,29Q251,P.S. 251 Queens,3,2018,All Students,51,599,8,15.7,20,39.2,20,39.2,3,5.9,23,45.1
4322,29Q251,P.S. 251 Queens,4,2018,All Students,53,601,5,9.4,24,45.3,17,32.1,7,13.2,24,45.3
4323,29Q251,P.S. 251 Queens,5,2018,All Students,52,605,12,23.1,19,36.5,12,23.1,9,17.3,21,40.4
4325,29Q259,Pathways College Preparatory School: A College Boa,6,2018,All Students,78,602,18,23.1,19,24.4,19,24.4,22,28.2,41,52.6
4326,29Q259,Pathways College Preparatory School: A College Boa,7,2018,All Students,77,597,23,29.9,33,42.9,19,24.7,2,2.6,21,27.3
4327,29Q259,Pathways College Preparatory School: A College Boa,8,2018,All Students,71,603,4,5.6,29,40.8,29,40.8,9,12.7,38,53.5
4329,29Q268,P.S./I.S. 268,3,2018,All Students,61,601,6,9.8,21,34.4,32,52.5,2,3.3,34,55.7
4330,29Q268,P.S./I.S. 268,4,2018,All Students,68,598,11,16.2,32,47.1,18,26.5,7,10.3,25,36.8
4331,29Q268,P.S./I.S. 268,5,2018,All Students,82,602,24,29.3,30,36.6,16,19.5,12,14.6,28,34.1
4332,29Q268,P.S./I.S. 268,6,2018,All Students,55,603,8,14.5,19,34.5,11,20.0,17,30.9,28,50.9
4333,29Q268,P.S./I.S. 268,7,2018,All Students,61,602,10,16.4,24,39.3,22,36.1,5,8.2,27,44.3
4334,29Q268,P.S./I.S. 268,8,2018,All Students,56,610,3,5.4,14,25.0,16,28.6,23,41.1,39,69.6
4336,29Q270,The Gordon Parks School,3,2018,All Students,71,609,2,2.8,21,29.6,41,57.7,7,9.9,48,67.6
4337,29Q270,The Gordon Parks School,4,2018,All Students,71,602,9,12.7,20,28.2,28,39.4,14,19.7,42,59.2
4338,29Q270,The Gordon Parks School,5,2018,All Students,89,598,30,33.7,37,41.6,15,16.9,7,7.9,22,24.7
4339,29Q270,The Gordon Parks School,6,2018,All Students,129,599,37,28.7,31,24.0,32,24.8,29,22.5,61,47.3
4340,29Q270,The Gordon Parks School,7,2018,All Students,92,600,21,22.8,36,39.1,32,34.8,3,3.3,35,38.0
4341,29Q270,The Gordon Parks School,8,2018,All Students,96,600,9,9.4,43,44.8,33,34.4,11,11.5,44,45.8
4343,29Q283,Preparatory Academy for Writers: A College Board S,6,2018,All Students,58,601,12,20.7,17,29.3,13,22.4,16,27.6,29,50.0
4344,29Q283,Preparatory Academy for Writers: A College Board S,7,2018,All Students,73,605,7,9.6,27,37.0,32,43.8,7,9.6,39,53.4
4345,29Q283,Preparatory Academy for Writers: A College Board S,8,2018,All Students,41,607,2,4.9,11,26.8,21,51.2,7,17.1,28,68.3
4347,29Q289,Queens United Middle School,6,2018,All Students,45,592,18,40.0,16,35.6,3,6.7,8,17.8,11,24.4
4348,29Q289,Queens United Middle School,7,2018,All Students,57,595,21,36.8,21,36.8,10,17.5,5,8.8,15,26.3
4349,29Q289,Queens United Middle School,8,2018,All Students,80,594,20,25.0,38,47.5,14,17.5,8,10.0,22,27.5
4351,29Q295,P.S./I.S. 295,3,2018,All Students,33,608,1,3.0,9,27.3,22,66.7,1,3.0,23,69.7
4352,29Q295,P.S./I.S. 295,4,2018,All Students,38,609,3,7.9,11,28.9,11,28.9,13,34.2,24,63.2
4353,29Q295,P.S./I.S. 295,5,2018,All Students,51,604,9,17.6,23,45.1,11,21.6,8,15.7,19,37.3
4354,29Q295,P.S./I.S. 295,6,2018,All Students,51,610,5,9.8,9,17.6,13,25.5,24,47.1,37,72.5
4355,29Q295,P.S./I.S. 295,7,2018,All Students,54,610,4,7.4,19,35.2,21,38.9,10,18.5,31,57.4
4356,29Q295,P.S./I.S. 295,8,2018,All Students,59,610,2,3.4,17,28.8,16,27.1,24,40.7,40,67.8
4358,29Q327,Eagle Academy for Young Men III,6,2018,All Students,65,586,38,58.5,17,26.2,8,12.3,2,3.1,10,15.4
4359,29Q327,Eagle Academy for Young Men III,7,2018,All Students,68,596,22,32.4,31,45.6,13,19.1,2,2.9,15,22.1
4360,29Q327,Eagle Academy for Young Men III,8,2018,All Students,62,598,8,12.9,30,48.4,16,25.8,8,12.9,24,38.7
4362,29Q355,Collaborative Arts Middle School,6,2018,All Students,104,592,41,39.4,33,31.7,15,14.4,15,14.4,30,28.8
4363,29Q355,Collaborative Arts Middle School,7,2018,All Students,83,588,42,50.6,28,33.7,12,14.5,1,1.2,13,15.7
4364,29Q355,Collaborative Arts Middle School,8,2018,All Students,90,596,12,13.3,48,53.3,24,26.7,6,6.7,30,33.3
4366,29Q356,Community Voices Middle School,6,2018,All Students,106,589,53,50.0,28,26.4,14,13.2,11,10.4,25,23.6
4367,29Q356,Community Voices Middle School,7,2018,All Students,98,591,43,43.9,33,33.7,17,17.3,5,5.1,22,22.4
4368,29Q356,Community Voices Middle School,8,2018,All Students,95,598,14,14.7,48,50.5,20,21.1,13,13.7,33,34.7
4370,30Q002,P.S. 002 Alfred Zimberg,3,2018,All Students,83,608,6,7.2,22,26.5,43,51.8,12,14.5,55,66.3
4371,30Q002,P.S. 002 Alfred Zimberg,4,2018,All Students,116,614,5,4.3,23,19.8,35,30.2,53,45.7,88,75.9
4372,30Q002,P.S. 002 Alfred Zimberg,5,2018,All Students,95,610,16,16.8,29,30.5,22,23.2,28,29.5,50,52.6
4374,30Q010,I.S. 010 Horace Greeley,6,2018,All Students,245,601,58,23.7,63,25.7,63,25.7,61,24.9,124,50.6
4375,30Q010,I.S. 010 Horace Greeley,7,2018,All Students,216,604,33,15.3,82,38.0,76,35.2,25,11.6,101,46.8
4376,30Q010,I.S. 010 Horace Greeley,8,2018,All Students,231,603,25,10.8,80,34.6,74,32.0,52,22.5,126,54.5
4378,30Q011,P.S. 011 Kathryn Phelan,3,2018,All Students,160,601,32,20.0,41,25.6,70,43.8,17,10.6,87,54.4
4379,30Q011,P.S. 011 Kathryn Phelan,4,2018,All Students,153,602,27,17.6,46,30.1,43,28.1,37,24.2,80,52.3
4380,30Q011,P.S. 011 Kathryn Phelan,5,2018,All Students,173,607,35,20.2,45,26.0,58,33.5,35,20.2,93,53.8
4381,30Q011,P.S. 011 Kathryn Phelan,6,2018,All Students,150,607,27,18.0,28,18.7,33,22.0,62,41.3,95,63.3
4383,30Q017,P.S. 017 Henry David Thoreau,3,2018,All Students,78,592,17,21.8,35,44.9,24,30.8,2,2.6,26,33.3
4384,30Q017,P.S. 017 Henry David Thoreau,4,2018,All Students,82,598,14,17.1,39,47.6,17,20.7,12,14.6,29,35.4
4385,30Q017,P.S. 017 Henry David Thoreau,5,2018,All Students,65,603,16,24.6,26,40.0,17,26.2,6,9.2,23,35.4
4387,30Q069,P.S. 069 Jackson Heights,3,2018,All Students,189,605,14,7.4,60,31.7,99,52.4,16,8.5,115,60.8
4388,30Q069,P.S. 069 Jackson Heights,4,2018,All Students,163,606,19,11.7,44,27.0,57,35.0,43,26.4,100,61.3
4389,30Q069,P.S. 069 Jackson Heights,5,2018,All Students,165,613,17,10.3,34,20.6,64,38.8,50,30.3,114,69.1
4391,30Q070,P.S. 070,3,2018,All Students,127,609,5,3.9,27,21.3,84,66.1,11,8.7,95,74.8
4392,30Q070,P.S. 070,4,2018,All Students,121,606,14,11.6,34,28.1,43,35.5,30,24.8,73,60.3
4393,30Q070,P.S. 070,5,2018,All Students,123,601,42,34.1,36,29.3,28,22.8,17,13.8,45,36.6
4395,30Q076,P.S. 076 William Hallet,3,2018,All Students,68,594,18,26.5,22,32.4,27,39.7,1,1.5,28,41.2
4396,30Q076,P.S. 076 William Hallet,4,2018,All Students,61,595,14,23.0,25,41.0,16,26.2,6,9.8,22,36.1
4397,30Q076,P.S. 076 William Hallet,5,2018,All Students,58,594,26,44.8,20,34.5,10,17.2,2,3.4,12,20.7
4399,30Q078,P.S./I.S. 78Q,3,2018,All Students,85,611,3,3.5,12,14.1,58,68.2,12,14.1,70,82.4
4400,30Q078,P.S./I.S. 78Q,4,2018,All Students,74,614,5,6.8,16,21.6,23,31.1,30,40.5,53,71.6
4401,30Q078,P.S./I.S. 78Q,5,2018,All Students,49,613,2,4.1,16,32.7,16,32.7,15,30.6,31,63.3
4402,30Q078,P.S./I.S. 78Q,6,2018,All Students,42,609,5,11.9,6,14.3,15,35.7,16,38.1,31,73.8
4403,30Q078,P.S./I.S. 78Q,7,2018,All Students,44,614,1,2.3,11,25.0,21,47.7,11,25.0,32,72.7
4404,30Q078,P.S./I.S. 78Q,8,2018,All Students,23,613,0,0.0,6,26.1,7,30.4,10,43.5,17,73.9
4406,30Q084,P.S. 084 Steinway,3,2018,All Students,38,613,2,5.3,5,13.2,24,63.2,7,18.4,31,81.6
4407,30Q084,P.S. 084 Steinway,4,2018,All Students,37,613,4,10.8,8,21.6,5,13.5,20,54.1,25,67.6
4408,30Q084,P.S. 084 Steinway,5,2018,All Students,23,606,5,21.7,5,21.7,9,39.1,4,17.4,13,56.5
4410,30Q085,P.S. 085 Judge Charles Vallone,3,2018,All Students,82,615,8,9.8,20,24.4,24,29.3,30,36.6,54,65.9
4411,30Q085,P.S. 085 Judge Charles Vallone,4,2018,All Students,87,614,6,6.9,18,20.7,28,32.2,35,40.2,63,72.4
4412,30Q085,P.S. 085 Judge Charles Vallone,5,2018,All Students,115,607,25,21.7,22,19.1,39,33.9,29,25.2,68,59.1
4414,30Q092,P.S. 092 Harry T. Stewart Sr.,3,2018,All Students,129,595,20,15.5,64,49.6,44,34.1,1,0.8,45,34.9
4415,30Q092,P.S. 092 Harry T. Stewart Sr.,4,2018,All Students,132,598,24,18.2,51,38.6,45,34.1,12,9.1,57,43.2
4416,30Q092,P.S. 092 Harry T. Stewart Sr.,5,2018,All Students,123,597,44,35.8,47,38.2,23,18.7,9,7.3,32,26.0
4418,30Q111,P.S. 111 Jacob Blackwell,3,2018,All Students,21,586,8,38.1,10,47.6,2,9.5,1,4.8,3,14.3
4419,30Q111,P.S. 111 Jacob Blackwell,4,2018,All Students,25,577,17,68.0,6,24.0,2,8.0,0,0.0,2,8.0
4420,30Q111,P.S. 111 Jacob Blackwell,5,2018,All Students,25,591,12,48.0,8,32.0,4,16.0,1,4.0,5,20.0
4421,30Q111,P.S. 111 Jacob Blackwell,6,2018,All Students,31,585,18,58.1,11,35.5,1,3.2,1,3.2,2,6.5
4422,30Q111,P.S. 111 Jacob Blackwell,7,2018,All Students,18,585,11,61.1,6,33.3,1,5.6,0,0.0,1,5.6
4423,30Q111,P.S. 111 Jacob Blackwell,8,2018,All Students,21,586,9,42.9,8,38.1,3,14.3,1,4.8,4,19.0
4425,30Q112,P.S. 112 Dutch Kills,3,2018,All Students,57,598,12,21.1,20,35.1,21,36.8,4,7.0,25,43.9
4426,30Q112,P.S. 112 Dutch Kills,4,2018,All Students,61,600,12,19.7,19,31.1,19,31.1,11,18.0,30,49.2
4427,30Q112,P.S. 112 Dutch Kills,5,2018,All Students,87,597,35,40.2,29,33.3,12,13.8,11,12.6,23,26.4
4429,30Q122,P.S. 122 Mamie Fay,3,2018,All Students,182,610,13,7.1,38,20.9,100,54.9,31,17.0,131,72.0
4430,30Q122,P.S. 122 Mamie Fay,4,2018,All Students,164,612,17,10.4,32,19.5,48,29.3,67,40.9,115,70.1
4431,30Q122,P.S. 122 Mamie Fay,5,2018,All Students,155,611,29,18.7,38,24.5,30,19.4,58,37.4,88,56.8
4432,30Q122,P.S. 122 Mamie Fay,6,2018,All Students,123,633,0,0.0,1,0.8,9,7.3,113,91.9,122,99.2
4433,30Q122,P.S. 122 Mamie Fay,7,2018,All Students,94,633,0,0.0,1,1.1,12,12.8,81,86.2,93,98.9
4434,30Q122,P.S. 122 Mamie Fay,8,2018,All Students,74,632,0,0.0,0,0.0,9,12.2,65,87.8,74,100.0
4436,30Q126,Albert Shanker School for Visual and Performing Ar,6,2018,All Students,234,601,67,28.6,52,22.2,42,17.9,73,31.2,115,49.1
4437,30Q126,Albert Shanker School for Visual and Performing Ar,7,2018,All Students,233,600,74,31.8,59,25.3,59,25.3,41,17.6,100,42.9
4438,30Q126,Albert Shanker School for Visual and Performing Ar,8,2018,All Students,175,603,24,13.7,64,36.6,42,24.0,45,25.7,87,49.7
4440,30Q127,P.S. 127 Aerospace Science Magnet School,3,2018,All Students,107,595,19,17.8,50,46.7,35,32.7,3,2.8,38,35.5
4441,30Q127,P.S. 127 Aerospace Science Magnet School,4,2018,All Students,116,599,25,21.6,36,31.0,32,27.6,23,19.8,55,47.4
4442,30Q127,P.S. 127 Aerospace Science Magnet School,5,2018,All Students,163,596,67,41.1,53,32.5,31,19.0,12,7.4,43,26.4
4443,30Q127,P.S. 127 Aerospace Science Magnet School,6,2018,All Students,139,599,36,25.9,41,29.5,27,19.4,35,25.2,62,44.6
4444,30Q127,P.S. 127 Aerospace Science Magnet School,7,2018,All Students,139,602,31,22.3,56,40.3,39,28.1,13,9.4,52,37.4
4445,30Q127,P.S. 127 Aerospace Science Magnet School,8,2018,All Students,132,603,12,9.1,49,37.1,48,36.4,23,17.4,71,53.8
4447,30Q141,I.S. 141 The Steinway,6,2018,All Students,368,612,37,10.1,59,16.0,86,23.4,186,50.5,272,73.9
4448,30Q141,I.S. 141 The Steinway,7,2018,All Students,374,610,48,12.8,93,24.9,125,33.4,108,28.9,233,62.3
4449,30Q141,I.S. 141 The Steinway,8,2018,All Students,338,608,27,8.0,98,29.0,106,31.4,107,31.7,213,63.0
4451,30Q145,I.S. 145 Joseph Pulitzer,6,2018,All Students,501,599,126,25.1,158,31.5,111,22.2,106,21.2,217,43.3
4452,30Q145,I.S. 145 Joseph Pulitzer,7,2018,All Students,555,599,149,26.8,205,36.9,152,27.4,49,8.8,201,36.2
4453,30Q145,I.S. 145 Joseph Pulitzer,8,2018,All Students,530,599,89,16.8,208,39.2,139,26.2,94,17.7,233,44.0
4455,30Q148,P.S. 148 Queens,3,2018,All Students,129,598,18,14.0,56,43.4,52,40.3,3,2.3,55,42.6
4456,30Q148,P.S. 148 Queens,4,2018,All Students,143,593,35,24.5,58,40.6,40,28.0,10,7.0,50,35.0
4457,30Q148,P.S. 148 Queens,5,2018,All Students,150,598,60,40.0,47,31.3,33,22.0,10,6.7,43,28.7
4459,30Q149,P.S. 149 Christa Mcauliffe,3,2018,All Students,208,599,30,14.4,81,38.9,85,40.9,12,5.8,97,46.6
4460,30Q149,P.S. 149 Christa Mcauliffe,4,2018,All Students,192,600,26,13.5,74,38.5,66,34.4,26,13.5,92,47.9
4461,30Q149,P.S. 149 Christa Mcauliffe,5,2018,All Students,205,599,74,36.1,69,33.7,42,20.5,20,9.8,62,30.2
4463,30Q150,P.S. 150 Queens,3,2018,All Students,154,610,5,3.2,37,24.0,89,57.8,23,14.9,112,72.7
4464,30Q150,P.S. 150 Queens,4,2018,All Students,145,613,8,5.5,29,20.0,48,33.1,60,41.4,108,74.5
4465,30Q150,P.S. 150 Queens,5,2018,All Students,157,613,16,10.2,55,35.0,34,21.7,52,33.1,86,54.8
4466,30Q150,P.S. 150 Queens,6,2018,All Students,79,606,10,12.7,16,20.3,26,32.9,27,34.2,53,67.1
4468,30Q151,P.S. 151 Mary D. Carter,3,2018,All Students,61,596,17,27.9,18,29.5,22,36.1,4,6.6,26,42.6
4469,30Q151,P.S. 151 Mary D. Carter,4,2018,All Students,55,601,12,21.8,14,25.5,15,27.3,14,25.5,29,52.7
4470,30Q151,P.S. 151 Mary D. Carter,5,2018,All Students,64,596,25,39.1,16,25.0,14,21.9,9,14.1,23,35.9
4472,30Q152,P.S. 152 Gwendoline N. Alleyne School,3,2018,All Students,194,607,9,4.6,61,31.4,103,53.1,21,10.8,124,63.9
4473,30Q152,P.S. 152 Gwendoline N. Alleyne School,4,2018,All Students,173,606,20,11.6,41,23.7,66,38.2,46,26.6,112,64.7
4474,30Q152,P.S. 152 Gwendoline N. Alleyne School,5,2018,All Students,187,610,25,13.4,46,24.6,63,33.7,53,28.3,116,62.0
4476,30Q166,P.S. 166 Henry Gradstein,3,2018,All Students,153,609,12,7.8,35,22.9,84,54.9,22,14.4,106,69.3
4477,30Q166,P.S. 166 Henry Gradstein,4,2018,All Students,191,614,12,6.3,46,24.1,53,27.7,80,41.9,133,69.6
4478,30Q166,P.S. 166 Henry Gradstein,5,2018,All Students,196,612,27,13.8,56,28.6,49,25.0,64,32.7,113,57.7
4480,30Q171,P.S. 171 Peter G. Van Alst,3,2018,All Students,63,598,6,9.5,30,47.6,25,39.7,2,3.2,27,42.9
4481,30Q171,P.S. 171 Peter G. Van Alst,4,2018,All Students,85,592,25,29.4,31,36.5,20,23.5,9,10.6,29,34.1
4482,30Q171,P.S. 171 Peter G. Van Alst,5,2018,All Students,86,592,44,51.2,26,30.2,9,10.5,7,8.1,16,18.6
4484,30Q204,I.S. 204 Oliver W. Holmes,6,2018,All Students,154,593,58,37.7,41,26.6,30,19.5,25,16.2,55,35.7
4485,30Q204,I.S. 204 Oliver W. Holmes,7,2018,All Students,155,598,47,30.3,50,32.3,49,31.6,9,5.8,58,37.4
4486,30Q204,I.S. 204 Oliver W. Holmes,8,2018,All Students,139,598,23,16.5,62,44.6,33,23.7,21,15.1,54,38.8
4488,30Q212,P.S. 212,3,2018,All Students,108,604,9,8.3,34,31.5,59,54.6,6,5.6,65,60.2
4489,30Q212,P.S. 212,4,2018,All Students,127,609,10,7.9,25,19.7,51,40.2,41,32.3,92,72.4
4490,30Q212,P.S. 212,5,2018,All Students,119,603,31,26.1,39,32.8,35,29.4,14,11.8,49,41.2
